Voter ID,County,Constituency,Ward,Region,Age,Gender,Registered Party,Voting Turnout,Year,Presidential Vote,MP Vote,MCA Vote
VOTER04396,Embu,Constituency 6,Ward 5,Central,81,Female,UDA,Yes,2017,UDA,Independent,Wiper
VOTER04397,Kakamega,Constituency 2,Ward 2,Western,45,Male,ODM,No,2017,Ford Kenya,Wiper,Independent
VOTER04398,Nairobi,Constituency 4,Ward 1,Nairobi,79,Female,ODM,Yes,2013,UDA,Wiper,Independent
VOTER04399,Machakos,Constituency 7,Ward 2,Eastern,46,Female,UDA,Yes,2013,Wiper,ODM,ODM
VOTER04400,Makueni,Constituency 5,Ward 5,Eastern,84,Female,Wiper,Yes,2017,Wiper,Jubilee,Kanu
VOTER04401,Wajir,Constituency 1,Ward 3,North Eastern,46,Female,UDA,No,2017,UDA,Jubilee,Kanu
VOTER04402,Busia,Constituency 2,Ward 2,Western,31,Female,ODM,No,2017,UDA,UDA,Independent
VOTER04403,Kisii,Constituency 10,Ward 2,Nyanza,50,Male,ODM,Yes,2022,ODM,UDA,Independent
VOTER04404,Kisumu,Constituency 6,Ward 2,Nyanza,67,Female,ODM,Yes,2013,ODM,Jubilee,Wiper
VOTER04405,Tharaka Nithi,Constituency 7,Ward 5,Eastern,23,Male,UDA,No,2013,Wiper,Jubilee,ODM
VOTER04406,Nairobi,Constituency 5,Ward 1,Nairobi,58,Female,ODM,Yes,2017,ODM,Wiper,Wiper
VOTER04407,Machakos,Constituency 3,Ward 4,Eastern,75,Male,Wiper,No,2013,Wiper,Kanu,Jubilee
VOTER04408,Kisumu,Constituency 2,Ward 5,Nyanza,52,Female,ODM,Yes,2017,ODM,Wiper,UDA
VOTER04409,Isiolo,Constituency 3,Ward 5,Eastern,64,Male,Wiper,Yes,2022,Wiper,Kanu,Jubilee
VOTER04410,Baringo,Constituency 8,Ward 2,Rift Valley,41,Female,UDA,No,2017,UDA,ODM,Jubilee
VOTER04411,Kitui,Constituency 6,Ward 3,Eastern,72,Male,UDA,No,2013,Wiper,Kanu,Jubilee
VOTER04412,Meru,Constituency 3,Ward 4,Eastern,51,Female,Wiper,No,2022,UDA,Kanu,Kanu
VOTER04413,Nyamira,Constituency 9,Ward 5,Nyanza,32,Female,ODM,Yes,2022,ODM,Jubilee,ODM
VOTER04414,Busia,Constituency 3,Ward 3,Western,73,Male,UDA,Yes,2022,UDA,UDA,Wiper
VOTER04415,Nakuru,Constituency 9,Ward 3,Rift Valley,76,Female,UDA,Yes,2013,UDA,Jubilee,UDA
VOTER04416,Mandera,Constituency 5,Ward 5,North Eastern,29,Female,UDA,No,2013,Jubilee,ODM,Independent
VOTER04417,Nairobi,Constituency 6,Ward 3,Nairobi,52,Female,UDA,Yes,2022,UDA,UDA,Independent
VOTER04418,Machakos,Constituency 2,Ward 5,Eastern,62,Female,UDA,Yes,2013,Wiper,UDA,ODM
VOTER04419,Bomet,Constituency 9,Ward 3,Rift Valley,66,Female,UDA,No,2013,UDA,Kanu,Jubilee
VOTER04420,Nairobi,Constituency 9,Ward 1,Nairobi,59,Female,UDA,Yes,2022,UDA,Independent,ODM
VOTER04421,Narok,Constituency 6,Ward 1,Rift Valley,78,Female,UDA,Yes,2013,UDA,Jubilee,Independent
VOTER04422,Lamu,Constituency 1,Ward 1,Coast,48,Female,UDA,Yes,2022,UDA,Independent,Kanu
VOTER04423,Siaya,Constituency 3,Ward 1,Nyanza,60,Female,ODM,Yes,2022,ODM,Jubilee,Independent
VOTER04424,Makueni,Constituency 9,Ward 3,Eastern,81,Female,UDA,Yes,2017,Wiper,Independent,ODM
VOTER04425,Lamu,Constituency 4,Ward 5,Coast,55,Male,ODM,Yes,2013,ODM,Kanu,Kanu
VOTER04426,Bungoma,Constituency 9,Ward 4,Western,85,Male,Ford Kenya,Yes,2022,Ford Kenya,Jubilee,Wiper
VOTER04427,Nyamira,Constituency 9,Ward 2,Nyanza,75,Male,ODM,Yes,2013,ODM,UDA,Kanu
VOTER04428,Kitui,Constituency 10,Ward 5,Eastern,55,Female,UDA,Yes,2022,Wiper,Jubilee,Jubilee
VOTER04429,Makueni,Constituency 6,Ward 4,Eastern,77,Male,UDA,Yes,2013,UDA,Independent,Kanu
VOTER04430,Wajir,Constituency 9,Ward 4,North Eastern,60,Male,ODM,Yes,2022,UDA,Wiper,Jubilee
VOTER04431,Kisumu,Constituency 5,Ward 4,Nyanza,24,Female,ODM,Yes,2017,ODM,UDA,Independent
VOTER04432,Kitui,Constituency 9,Ward 3,Eastern,79,Female,UDA,Yes,2013,Wiper,Jubilee,Jubilee
VOTER04433,Nyandarua,Constituency 8,Ward 2,Central,30,Female,UDA,No,2013,UDA,Independent,Kanu
VOTER04434,Nyeri,Constituency 2,Ward 2,Central,25,Male,UDA,Yes,2017,UDA,ODM,Kanu
VOTER04435,Baringo,Constituency 7,Ward 5,Rift Valley,50,Male,UDA,Yes,2017,UDA,Independent,Wiper
VOTER04436,Isiolo,Constituency 7,Ward 3,Eastern,79,Male,Wiper,Yes,2013,Wiper,Wiper,Jubilee
VOTER04437,Kitui,Constituency 3,Ward 1,Eastern,87,Male,UDA,No,2013,UDA,ODM,UDA
VOTER04438,Nyeri,Constituency 7,Ward 1,Central,85,Male,UDA,Yes,2013,UDA,ODM,Kanu
VOTER04439,Nyeri,Constituency 8,Ward 3,Central,26,Female,UDA,Yes,2017,UDA,Jubilee,ODM
VOTER04440,Embu,Constituency 7,Ward 1,Central,55,Male,UDA,No,2022,UDA,ODM,UDA
VOTER04441,Meru,Constituency 3,Ward 2,Eastern,34,Female,UDA,Yes,2017,Wiper,UDA,UDA
VOTER04442,Machakos,Constituency 7,Ward 1,Eastern,73,Female,Wiper,No,2022,Wiper,Kanu,ODM
VOTER04443,Bomet,Constituency 2,Ward 5,Rift Valley,33,Male,UDA,Yes,2013,UDA,Kanu,UDA
VOTER04444,Nairobi,Constituency 10,Ward 5,Nairobi,23,Male,UDA,Yes,2022,UDA,Wiper,Jubilee
VOTER04445,Mandera,Constituency 7,Ward 3,North Eastern,87,Female,ODM,Yes,2017,UDA,ODM,Independent
VOTER04446,Tana River,Constituency 8,Ward 3,Coast,53,Female,UDA,No,2022,ODM,Kanu,Kanu
VOTER04447,Taita Taveta,Constituency 8,Ward 5,Coast,54,Female,ODM,No,2017,ODM,Jubilee,Jubilee
VOTER04448,Kwale,Constituency 5,Ward 2,Coast,21,Female,UDA,Yes,2022,UDA,UDA,UDA
VOTER04449,Murang'a,Constituency 7,Ward 4,Central,62,Female,UDA,Yes,2017,UDA,ODM,Independent
VOTER04450,Kitui,Constituency 2,Ward 4,Eastern,44,Male,Wiper,Yes,2017,UDA,Independent,ODM
VOTER04451,Murang'a,Constituency 6,Ward 5,Central,38,Male,UDA,No,2017,UDA,ODM,Wiper
VOTER04452,Taita Taveta,Constituency 4,Ward 1,Coast,87,Male,UDA,Yes,2022,UDA,Independent,Independent
VOTER04453,Embu,Constituency 9,Ward 4,Central,28,Male,UDA,No,2013,UDA,Kanu,UDA
VOTER04454,Nairobi,Constituency 4,Ward 1,Nairobi,68,Female,ODM,Yes,2022,UDA,UDA,UDA
VOTER04455,Siaya,Constituency 2,Ward 4,Nyanza,84,Male,ODM,Yes,2013,ODM,UDA,Independent
VOTER04456,Wajir,Constituency 7,Ward 2,North Eastern,65,Male,UDA,No,2013,UDA,Independent,Wiper
VOTER04457,Uasin Gishu,Constituency 1,Ward 4,Rift Valley,18,Female,UDA,Yes,2022,UDA,Independent,Wiper
VOTER04458,Nairobi,Constituency 5,Ward 1,Nairobi,55,Female,UDA,Yes,2013,UDA,Kanu,Kanu
VOTER04459,Vihiga,Constituency 8,Ward 3,Western,41,Female,ODM,Yes,2013,ODM,Kanu,Kanu
VOTER04460,Mandera,Constituency 8,Ward 2,North Eastern,65,Male,ODM,Yes,2017,UDA,ODM,Independent
VOTER04461,Taita Taveta,Constituency 8,Ward 1,Coast,30,Female,UDA,No,2022,ODM,Independent,UDA
VOTER04462,Mandera,Constituency 2,Ward 3,North Eastern,30,Female,ODM,Yes,2022,UDA,UDA,Independent
VOTER04463,Nairobi,Constituency 8,Ward 2,Nairobi,61,Female,ODM,Yes,2013,ODM,Kanu,Independent
VOTER04464,Vihiga,Constituency 4,Ward 5,Western,55,Male,ODM,No,2017,UDA,Kanu,Independent
VOTER04465,Kiambu,Constituency 3,Ward 5,Central,83,Male,UDA,Yes,2017,UDA,Independent,Wiper
VOTER04466,Machakos,Constituency 4,Ward 1,Eastern,86,Male,UDA,Yes,2017,Wiper,ODM,Jubilee
VOTER04467,Tana River,Constituency 4,Ward 3,Coast,73,Male,UDA,Yes,2022,ODM,Independent,ODM
VOTER04468,Nairobi,Constituency 3,Ward 3,Nairobi,51,Male,UDA,Yes,2022,UDA,Kanu,Wiper
VOTER04469,Nairobi,Constituency 1,Ward 5,Nairobi,70,Female,UDA,Yes,2017,UDA,Wiper,Kanu
VOTER04470,Taita Taveta,Constituency 5,Ward 5,Coast,79,Male,UDA,Yes,2022,ODM,Jubilee,UDA
VOTER04471,Isiolo,Constituency 3,Ward 5,Eastern,23,Female,Wiper,No,2017,Wiper,Wiper,Wiper
VOTER04472,Kwale,Constituency 2,Ward 2,Coast,61,Male,ODM,No,2013,ODM,Wiper,Wiper
VOTER04473,Makueni,Constituency 5,Ward 1,Eastern,50,Male,Wiper,No,2022,Wiper,Wiper,Wiper
VOTER04474,Vihiga,Constituency 3,Ward 3,Western,69,Female,UDA,No,2022,ODM,Kanu,ODM
VOTER04475,Kericho,Constituency 6,Ward 1,Rift Valley,77,Male,UDA,Yes,2013,UDA,Independent,ODM
VOTER04476,Nairobi,Constituency 5,Ward 4,Nairobi,21,Female,ODM,Yes,2013,ODM,Jubilee,Independent
VOTER04477,Kakamega,Constituency 8,Ward 4,Western,71,Female,ODM,Yes,2022,ODM,Independent,ODM
VOTER04478,Nakuru,Constituency 8,Ward 4,Rift Valley,23,Female,UDA,No,2022,UDA,ODM,Jubilee
VOTER04479,Nairobi,Constituency 3,Ward 3,Nairobi,64,Male,ODM,No,2017,ODM,UDA,Wiper
VOTER04480,Nyandarua,Constituency 4,Ward 3,Central,49,Female,UDA,Yes,2013,UDA,Independent,Jubilee
VOTER04481,Nairobi,Constituency 2,Ward 3,Nairobi,30,Male,ODM,Yes,2022,UDA,UDA,Jubilee
VOTER04482,Garissa,Constituency 10,Ward 1,North Eastern,39,Male,ODM,Yes,2017,Jubilee,Independent,UDA
VOTER04483,Nakuru,Constituency 8,Ward 4,Rift Valley,27,Male,UDA,No,2017,UDA,Independent,UDA
VOTER04484,Bungoma,Constituency 9,Ward 3,Western,42,Male,ODM,Yes,2022,ODM,Kanu,Jubilee
VOTER04485,Embu,Constituency 1,Ward 2,Central,21,Male,UDA,Yes,2013,UDA,UDA,Wiper
VOTER04486,Nairobi,Constituency 10,Ward 5,Nairobi,67,Female,ODM,Yes,2022,ODM,ODM,Wiper
VOTER04487,Kitui,Constituency 6,Ward 2,Eastern,71,Female,Wiper,Yes,2022,Wiper,ODM,ODM
VOTER04488,Kitui,Constituency 7,Ward 2,Eastern,70,Male,Wiper,Yes,2013,Wiper,Independent,UDA
VOTER04489,Nyeri,Constituency 4,Ward 1,Central,18,Female,UDA,Yes,2013,UDA,ODM,Kanu
VOTER04490,Tharaka Nithi,Constituency 8,Ward 2,Eastern,37,Male,Wiper,Yes,2013,UDA,Kanu,UDA
VOTER04491,Tharaka Nithi,Constituency 3,Ward 2,Eastern,44,Female,UDA,Yes,2017,Wiper,Jubilee,UDA
VOTER04492,Kakamega,Constituency 10,Ward 5,Western,25,Female,Ford Kenya,Yes,2013,ODM,Independent,ODM
VOTER04493,Nyamira,Constituency 10,Ward 3,Nyanza,37,Female,ODM,Yes,2013,ODM,ODM,Jubilee
VOTER04494,Nyamira,Constituency 7,Ward 2,Nyanza,89,Female,ODM,Yes,2022,ODM,Kanu,Jubilee
VOTER04495,Kakamega,Constituency 1,Ward 5,Western,36,Male,ODM,No,2013,ODM,Wiper,ODM
VOTER04496,Kilifi,Constituency 7,Ward 2,Coast,84,Male,ODM,Yes,2017,ODM,Kanu,Wiper
VOTER04497,Vihiga,Constituency 1,Ward 2,Western,70,Male,UDA,Yes,2017,UDA,Independent,Kanu
VOTER04498,Nairobi,Constituency 7,Ward 4,Nairobi,90,Female,ODM,Yes,2022,UDA,Kanu,Kanu
VOTER04499,Bomet,Constituency 6,Ward 3,Rift Valley,87,Male,UDA,Yes,2013,UDA,Kanu,UDA
VOTER04500,Mandera,Constituency 3,Ward 5,North Eastern,53,Female,UDA,Yes,2022,UDA,Jubilee,UDA
VOTER04501,Embu,Constituency 3,Ward 4,Central,41,Female,UDA,Yes,2017,UDA,UDA,Wiper
VOTER04502,Kisumu,Constituency 1,Ward 5,Nyanza,20,Female,ODM,No,2017,ODM,UDA,Kanu
VOTER04503,Wajir,Constituency 4,Ward 3,North Eastern,75,Female,UDA,No,2022,UDA,Jubilee,Independent
VOTER04504,Bungoma,Constituency 9,Ward 1,Western,88,Female,Ford Kenya,Yes,2017,ODM,Jubilee,Independent
VOTER04505,Nakuru,Constituency 4,Ward 4,Rift Valley,37,Female,UDA,Yes,2022,UDA,Kanu,Independent
VOTER04506,Nairobi,Constituency 1,Ward 1,Nairobi,35,Female,ODM,Yes,2013,ODM,Wiper,ODM
VOTER04507,Nairobi,Constituency 7,Ward 1,Nairobi,64,Female,UDA,Yes,2022,UDA,Wiper,Wiper
VOTER04508,Nairobi,Constituency 7,Ward 2,Nairobi,24,Male,UDA,Yes,2017,ODM,Kanu,UDA
VOTER04509,Nyeri,Constituency 7,Ward 2,Central,52,Female,UDA,Yes,2017,UDA,Independent,UDA
VOTER04510,Kirinyaga,Constituency 3,Ward 1,Central,37,Male,UDA,Yes,2013,UDA,Kanu,Wiper
VOTER04511,Bungoma,Constituency 4,Ward 2,Western,73,Male,Ford Kenya,Yes,2022,Ford Kenya,Jubilee,Independent
VOTER04512,Busia,Constituency 3,Ward 3,Western,83,Female,ODM,Yes,2022,ODM,UDA,Independent
VOTER04513,Meru,Constituency 5,Ward 5,Eastern,79,Male,Wiper,No,2022,Wiper,UDA,ODM
VOTER04514,Nyeri,Constituency 1,Ward 2,Central,61,Female,UDA,Yes,2017,UDA,Jubilee,Jubilee
VOTER04515,Kwale,Constituency 5,Ward 4,Coast,83,Female,ODM,Yes,2013,UDA,Jubilee,Jubilee
VOTER04516,Garissa,Constituency 5,Ward 1,North Eastern,57,Female,UDA,Yes,2013,UDA,ODM,Wiper
VOTER04517,Kiambu,Constituency 10,Ward 3,Central,31,Male,UDA,Yes,2022,UDA,Wiper,Independent
VOTER04518,Nakuru,Constituency 9,Ward 4,Rift Valley,64,Female,UDA,Yes,2017,UDA,ODM,ODM
VOTER04519,Baringo,Constituency 4,Ward 2,Rift Valley,37,Female,UDA,Yes,2013,UDA,Kanu,Wiper
VOTER04520,Mandera,Constituency 2,Ward 1,North Eastern,84,Male,ODM,Yes,2013,ODM,Wiper,Jubilee
VOTER04521,Tana River,Constituency 1,Ward 3,Coast,87,Male,ODM,Yes,2022,ODM,Jubilee,ODM
VOTER04522,Tharaka Nithi,Constituency 5,Ward 4,Eastern,50,Male,Wiper,Yes,2022,UDA,Kanu,Kanu
VOTER04523,Taita Taveta,Constituency 9,Ward 4,Coast,28,Female,UDA,Yes,2022,ODM,Wiper,Wiper
VOTER04524,Kitui,Constituency 6,Ward 5,Eastern,25,Female,Wiper,Yes,2013,UDA,ODM,Independent
VOTER04525,Baringo,Constituency 8,Ward 5,Rift Valley,22,Male,UDA,Yes,2017,UDA,UDA,ODM
VOTER04526,Machakos,Constituency 6,Ward 3,Eastern,80,Female,Wiper,Yes,2013,UDA,Jubilee,Jubilee
VOTER04527,Bungoma,Constituency 7,Ward 5,Western,59,Female,Ford Kenya,Yes,2022,ODM,Kanu,UDA
VOTER04528,Mombasa,Constituency 8,Ward 5,Coast,48,Female,ODM,Yes,2013,ODM,Jubilee,Kanu
VOTER04529,Nairobi,Constituency 3,Ward 2,Nairobi,51,Female,ODM,Yes,2022,ODM,Independent,Kanu
VOTER04530,Nyandarua,Constituency 3,Ward 3,Central,62,Female,UDA,Yes,2017,UDA,UDA,Wiper
VOTER04531,Nyamira,Constituency 8,Ward 3,Nyanza,44,Female,ODM,No,2013,ODM,Jubilee,Kanu
VOTER04532,Kisii,Constituency 7,Ward 2,Nyanza,35,Female,ODM,Yes,2022,ODM,ODM,UDA
VOTER04533,Wajir,Constituency 1,Ward 2,North Eastern,85,Male,Jubilee,Yes,2013,ODM,Wiper,Wiper
VOTER04534,Kilifi,Constituency 5,Ward 2,Coast,44,Female,ODM,Yes,2022,UDA,Independent,Wiper
VOTER04535,Kwale,Constituency 6,Ward 4,Coast,53,Male,ODM,Yes,2022,UDA,Independent,Wiper
VOTER04536,Murang'a,Constituency 6,Ward 2,Central,30,Female,UDA,Yes,2022,UDA,UDA,Jubilee
VOTER04537,Kilifi,Constituency 2,Ward 4,Coast,34,Male,ODM,Yes,2022,ODM,Independent,Independent
VOTER04538,Nairobi,Constituency 3,Ward 4,Nairobi,24,Male,ODM,Yes,2022,ODM,ODM,ODM
VOTER04539,Nairobi,Constituency 6,Ward 3,Nairobi,48,Male,ODM,No,2017,ODM,Kanu,UDA
VOTER04540,Kirinyaga,Constituency 6,Ward 5,Central,35,Female,UDA,No,2017,UDA,ODM,ODM
VOTER04541,Nairobi,Constituency 9,Ward 4,Nairobi,22,Female,ODM,No,2017,ODM,ODM,ODM
VOTER04542,Busia,Constituency 6,Ward 4,Western,48,Female,ODM,Yes,2022,ODM,Jubilee,ODM
VOTER04543,Wajir,Constituency 9,Ward 4,North Eastern,89,Male,Jubilee,Yes,2013,UDA,ODM,ODM
VOTER04544,Kiambu,Constituency 10,Ward 2,Central,69,Female,UDA,Yes,2013,UDA,Jubilee,UDA
VOTER04545,Nairobi,Constituency 8,Ward 3,Nairobi,21,Male,ODM,Yes,2017,UDA,Wiper,Jubilee
VOTER04546,Kakamega,Constituency 7,Ward 3,Western,86,Female,ODM,No,2022,UDA,ODM,ODM
VOTER04547,Kwale,Constituency 5,Ward 2,Coast,23,Female,ODM,Yes,2013,ODM,Kanu,UDA
VOTER04548,Kiambu,Constituency 10,Ward 4,Central,30,Male,UDA,No,2017,UDA,Jubilee,Kanu
VOTER04549,Baringo,Constituency 2,Ward 3,Rift Valley,36,Male,UDA,Yes,2013,UDA,UDA,ODM
VOTER04550,Homa Bay,Constituency 3,Ward 5,Nyanza,70,Male,ODM,Yes,2017,ODM,ODM,Independent
VOTER04551,Nairobi,Constituency 5,Ward 2,Nairobi,36,Female,ODM,Yes,2022,UDA,ODM,ODM
VOTER04552,Nyamira,Constituency 1,Ward 1,Nyanza,21,Male,ODM,Yes,2013,ODM,Kanu,Kanu
VOTER04553,Kisii,Constituency 3,Ward 3,Nyanza,48,Female,ODM,Yes,2013,ODM,Wiper,Kanu
VOTER04554,Baringo,Constituency 4,Ward 3,Rift Valley,47,Male,UDA,Yes,2022,UDA,Wiper,UDA
VOTER04555,Wajir,Constituency 3,Ward 5,North Eastern,53,Female,ODM,No,2017,UDA,Kanu,Kanu
VOTER04556,Wajir,Constituency 10,Ward 3,North Eastern,45,Female,Jubilee,Yes,2013,UDA,Independent,Wiper
VOTER04557,Embu,Constituency 1,Ward 4,Central,49,Male,UDA,Yes,2017,UDA,Wiper,ODM
VOTER04558,Baringo,Constituency 6,Ward 4,Rift Valley,78,Male,UDA,Yes,2017,UDA,Independent,ODM
VOTER04559,Makueni,Constituency 10,Ward 2,Eastern,55,Female,UDA,Yes,2022,UDA,Wiper,ODM
VOTER04560,Nyamira,Constituency 5,Ward 2,Nyanza,82,Male,ODM,Yes,2013,ODM,ODM,Kanu
VOTER04561,Homa Bay,Constituency 3,Ward 2,Nyanza,85,Male,ODM,Yes,2013,ODM,UDA,ODM
VOTER04562,Vihiga,Constituency 3,Ward 2,Western,61,Male,ODM,Yes,2017,UDA,Independent,Jubilee
VOTER04563,Nyandarua,Constituency 2,Ward 3,Central,56,Male,UDA,Yes,2013,UDA,ODM,ODM
VOTER04564,Migori,Constituency 6,Ward 4,Nyanza,74,Male,ODM,Yes,2022,ODM,Independent,Kanu
VOTER04565,Lamu,Constituency 4,Ward 3,Coast,22,Female,UDA,Yes,2017,ODM,ODM,ODM
VOTER04566,Wajir,Constituency 2,Ward 3,North Eastern,43,Female,Jubilee,Yes,2022,Jubilee,ODM,ODM
VOTER04567,Mandera,Constituency 10,Ward 3,North Eastern,28,Male,UDA,Yes,2017,ODM,Jubilee,Jubilee
VOTER04568,Wajir,Constituency 10,Ward 3,North Eastern,25,Male,Jubilee,Yes,2017,UDA,Independent,Independent
VOTER04569,Mombasa,Constituency 1,Ward 4,Coast,18,Female,ODM,Yes,2013,ODM,Jubilee,Wiper
VOTER04570,Wajir,Constituency 8,Ward 3,North Eastern,39,Male,ODM,Yes,2017,Jubilee,Wiper,Jubilee
VOTER04571,Embu,Constituency 7,Ward 5,Central,35,Male,UDA,No,2017,UDA,Independent,UDA
VOTER04572,Migori,Constituency 3,Ward 3,Nyanza,51,Male,ODM,Yes,2013,ODM,UDA,Jubilee
VOTER04573,Bungoma,Constituency 3,Ward 3,Western,27,Male,UDA,Yes,2017,Ford Kenya,Kanu,UDA
VOTER04574,Nairobi,Constituency 6,Ward 5,Nairobi,69,Female,UDA,Yes,2017,ODM,ODM,Jubilee
VOTER04575,Vihiga,Constituency 3,Ward 1,Western,73,Female,Ford Kenya,Yes,2017,ODM,Wiper,Independent
VOTER04576,Bomet,Constituency 4,Ward 3,Rift Valley,25,Male,UDA,Yes,2017,UDA,ODM,Independent
VOTER04577,Nairobi,Constituency 2,Ward 1,Nairobi,26,Female,ODM,Yes,2022,UDA,UDA,Kanu
VOTER04578,Vihiga,Constituency 2,Ward 2,Western,38,Female,UDA,No,2013,ODM,Wiper,Jubilee
VOTER04579,Mandera,Constituency 8,Ward 1,North Eastern,73,Female,ODM,Yes,2022,UDA,Kanu,Wiper
VOTER04580,Mombasa,Constituency 8,Ward 1,Coast,76,Male,ODM,Yes,2022,ODM,ODM,Jubilee
VOTER04581,Nairobi,Constituency 6,Ward 4,Nairobi,56,Male,UDA,Yes,2013,UDA,Kanu,Independent
VOTER04582,Nyeri,Constituency 5,Ward 3,Central,26,Male,UDA,No,2022,UDA,Independent,UDA
VOTER04583,Garissa,Constituency 4,Ward 1,North Eastern,55,Male,UDA,Yes,2013,UDA,Wiper,Jubilee
VOTER04584,Kirinyaga,Constituency 2,Ward 2,Central,27,Male,UDA,Yes,2017,UDA,Jubilee,Independent
VOTER04585,Mombasa,Constituency 1,Ward 3,Coast,65,Male,ODM,Yes,2013,ODM,Kanu,Jubilee
VOTER04586,Kiambu,Constituency 7,Ward 1,Central,73,Female,UDA,Yes,2017,UDA,Jubilee,UDA
VOTER04587,Nairobi,Constituency 6,Ward 1,Nairobi,60,Female,ODM,Yes,2013,ODM,Wiper,Wiper
VOTER04588,Nyandarua,Constituency 3,Ward 1,Central,61,Male,UDA,Yes,2022,UDA,UDA,Jubilee
VOTER04589,Uasin Gishu,Constituency 2,Ward 4,Rift Valley,40,Female,UDA,Yes,2013,UDA,Jubilee,Kanu
VOTER04590,Kilifi,Constituency 2,Ward 1,Coast,68,Male,UDA,No,2022,ODM,Jubilee,Independent
VOTER04591,Garissa,Constituency 6,Ward 3,North Eastern,45,Male,UDA,Yes,2022,Jubilee,ODM,ODM
VOTER04592,Kiambu,Constituency 3,Ward 3,Central,22,Female,UDA,No,2017,UDA,Independent,ODM
VOTER04593,Nairobi,Constituency 9,Ward 5,Nairobi,73,Male,ODM,Yes,2022,UDA,ODM,ODM
VOTER04594,Machakos,Constituency 2,Ward 1,Eastern,48,Male,UDA,No,2022,UDA,Jubilee,UDA
VOTER04595,Embu,Constituency 10,Ward 5,Central,32,Male,UDA,No,2022,UDA,Wiper,Independent
VOTER04596,Narok,Constituency 3,Ward 2,Rift Valley,84,Female,UDA,Yes,2017,UDA,Jubilee,Independent
VOTER04597,Nairobi,Constituency 6,Ward 3,Nairobi,42,Female,UDA,Yes,2022,UDA,Jubilee,Independent
VOTER04598,Siaya,Constituency 4,Ward 5,Nyanza,73,Female,ODM,No,2017,ODM,Kanu,UDA
VOTER04599,Uasin Gishu,Constituency 6,Ward 1,Rift Valley,39,Male,UDA,No,2022,UDA,ODM,Jubilee
VOTER04600,Mombasa,Constituency 7,Ward 4,Coast,78,Female,ODM,Yes,2022,ODM,Kanu,UDA
VOTER04601,Kiambu,Constituency 1,Ward 5,Central,35,Female,UDA,Yes,2013,UDA,ODM,Independent
VOTER04602,Kakamega,Constituency 4,Ward 2,Western,30,Female,ODM,Yes,2017,ODM,ODM,Wiper
VOTER04603,Machakos,Constituency 7,Ward 2,Eastern,20,Male,UDA,No,2017,Wiper,Jubilee,Independent
VOTER04604,Baringo,Constituency 3,Ward 4,Rift Valley,69,Male,UDA,Yes,2022,UDA,Wiper,Kanu
VOTER04605,Machakos,Constituency 2,Ward 1,Eastern,88,Female,UDA,Yes,2013,UDA,ODM,Independent
VOTER04606,Wajir,Constituency 8,Ward 2,North Eastern,70,Male,UDA,No,2022,UDA,Kanu,Kanu
VOTER04607,Kakamega,Constituency 7,Ward 4,Western,69,Female,ODM,Yes,2017,ODM,Kanu,Independent
VOTER04608,Nyandarua,Constituency 1,Ward 3,Central,24,Male,UDA,Yes,2022,UDA,Wiper,Independent
VOTER04609,Migori,Constituency 1,Ward 5,Nyanza,82,Male,ODM,No,2017,ODM,Jubilee,Wiper
VOTER04610,Nairobi,Constituency 2,Ward 5,Nairobi,54,Male,UDA,Yes,2013,UDA,Jubilee,UDA
VOTER04611,Kisii,Constituency 10,Ward 5,Nyanza,23,Female,ODM,Yes,2017,ODM,UDA,Independent
VOTER04612,Baringo,Constituency 5,Ward 5,Rift Valley,86,Male,UDA,Yes,2017,UDA,Jubilee,Kanu
VOTER04613,Murang'a,Constituency 3,Ward 1,Central,75,Female,UDA,Yes,2017,UDA,Independent,UDA
VOTER04614,Kericho,Constituency 7,Ward 4,Rift Valley,60,Female,UDA,No,2013,UDA,Independent,UDA
VOTER04615,Nairobi,Constituency 8,Ward 3,Nairobi,43,Male,ODM,Yes,2017,ODM,ODM,ODM
VOTER04616,Kakamega,Constituency 9,Ward 2,Western,89,Female,Ford Kenya,No,2013,ODM,Wiper,Wiper
VOTER04617,Nairobi,Constituency 8,Ward 3,Nairobi,68,Female,ODM,No,2017,UDA,UDA,Jubilee
VOTER04618,Kilifi,Constituency 8,Ward 3,Coast,43,Male,ODM,Yes,2017,ODM,Kanu,UDA
VOTER04619,Murang'a,Constituency 8,Ward 5,Central,29,Male,UDA,Yes,2013,UDA,Independent,ODM
VOTER04620,Embu,Constituency 3,Ward 2,Central,50,Male,UDA,Yes,2017,UDA,Independent,Kanu
VOTER04621,Embu,Constituency 8,Ward 3,Central,80,Female,UDA,No,2013,UDA,Wiper,UDA
VOTER04622,Kiambu,Constituency 7,Ward 3,Central,57,Female,UDA,Yes,2022,UDA,ODM,Kanu
VOTER04623,Nairobi,Constituency 2,Ward 4,Nairobi,36,Male,UDA,Yes,2022,ODM,Wiper,ODM
VOTER04624,Machakos,Constituency 1,Ward 3,Eastern,52,Male,UDA,Yes,2013,UDA,Kanu,Independent
VOTER04625,Nairobi,Constituency 6,Ward 3,Nairobi,36,Male,ODM,Yes,2022,ODM,Wiper,Jubilee
VOTER04626,Kwale,Constituency 10,Ward 4,Coast,53,Female,UDA,No,2013,ODM,ODM,ODM
VOTER04627,Nairobi,Constituency 7,Ward 1,Nairobi,56,Female,UDA,Yes,2017,UDA,Independent,Wiper
